AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1160018334,RICHMOND-UPON-THAMES,24,522470,175590,1,1 Driver/Rider,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160018519,RICHMOND-UPON-THAMES,24,522580,175420,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160021828,RICHMOND-UPON-THAMES,24,514610,174040,1,3 Pedestrian,1 Male,25-59,56,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160021833,RICHMOND-UPON-THAMES,24,516060,173680,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160021841,RICHMOND-UPON-THAMES,24,518250,175390,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160021855,RICHMOND-UPON-THAMES,24,515770,171350,1,3 Pedestrian,1 Male,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160021863,RICHMOND-UPON-THAMES,24,513600,169730,1,3 Pedestrian,1 Male,60+,64,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160021868,RICHMOND-UPON-THAMES,24,522470,176400,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1160021879,RICHMOND-UPON-THAMES,24,513290,172190,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160021879,RICHMOND-UPON-THAMES,24,513290,172190,2,2 Passenger,2 Female,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160021890,RICHMOND-UPON-THAMES,24,518200,175380,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
1160021899,RICHMOND-UPON-THAMES,24,522690,177640,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1160021906,RICHMOND-UPON-THAMES,24,517590,169380,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
1160021911,RICHMOND-UPON-THAMES,24,522370,175550,1,1 Driver/Rider,2 Female,25-59,44,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160021918,RICHMOND-UPON-THAMES,24,520820,175440,1,3 Pedestrian,2 Female,0-15,14,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1160024409,RICHMOND-UPON-THAMES,24,522580,175420,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160024625,RICHMOND-UPON-THAMES,24,521760,175460,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160025621,RICHMOND-UPON-THAMES,24,515760,171015,1,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160025785,RICHMOND-UPON-THAMES,24,517460,169340,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160025785,RICHMOND-UPON-THAMES,24,517460,169340,1,1 Driver/Rider,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160025801,RICHMOND-UPON-THAMES,24,522550,176230,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160025851,RICHMOND-UPON-THAMES,24,519843,175885,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160025873,RICHMOND-UPON-THAMES,24,518270,175380,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160025902,RICHMOND-UPON-THAMES,24,516170,173170,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160025928,RICHMOND-UPON-THAMES,24,518780,176070,2,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160025928,RICHMOND-UPON-THAMES,24,518780,176070,1,1 Driver/Rider,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160025966,RICHMOND-UPON-THAMES,24,519780,175850,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026005,RICHMOND-UPON-THAMES,24,517500,172080,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026036,RICHMOND-UPON-THAMES,24,517620,174420,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026487,RICHMOND-UPON-THAMES,24,517490,169350,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026520,RICHMOND-UPON-THAMES,24,518440,173790,1,1 Driver/Rider,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026536,RICHMOND-UPON-THAMES,24,518210,173290,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026574,RICHMOND-UPON-THAMES,24,516170,173170,1,3 Pedestrian,1 Male,16-24,20,1,2 Serious,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1160026609,RICHMOND-UPON-THAMES,24,519260,170590,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026636,RICHMOND-UPON-THAMES,24,519010,175690,2,2 Passenger,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160026636,RICHMOND-UPON-THAMES,24,519010,175690,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160026732,RICHMOND-UPON-THAMES,24,519010,175690,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160026733,RICHMOND-UPON-THAMES,24,518540,175600,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1160026735,RICHMOND-UPON-THAMES,24,516030,168810,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026744,RICHMOND-UPON-THAMES,24,518530,173920,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026754,RICHMOND-UPON-THAMES,24,518190,175230,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026756,RICHMOND-UPON-THAMES,24,518020,174190,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026762,RICHMOND-UPON-THAMES,24,521720,176410,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026772,RICHMOND-UPON-THAMES,24,517810,174610,2,3 Pedestrian,2 Female,60+,72,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1160026772,RICHMOND-UPON-THAMES,24,517810,174610,1,3 Pedestrian,1 Male,25-59,53,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1160026775,RICHMOND-UPON-THAMES,24,516720,170140,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160026775,RICHMOND-UPON-THAMES,24,516720,170140,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160026776,RICHMOND-UPON-THAMES,24,520490,175670,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026790,RICHMOND-UPON-THAMES,24,519020,175700,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1160026791,RICHMOND-UPON-THAMES,24,515750,168810,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026809,RICHMOND-UPON-THAMES,24,514410,174040,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1160026819,RICHMOND-UPON-THAMES,24,517840,171910,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026825,RICHMOND-UPON-THAMES,24,513520,173900,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026835,RICHMOND-UPON-THAMES,24,513940,172920,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160026845,RICHMOND-UPON-THAMES,24,515490,174290,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160026846,RICHMOND-UPON-THAMES,24,522890,177950,1,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026846,RICHMOND-UPON-THAMES,24,522890,177950,2,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026846,RICHMOND-UPON-THAMES,24,522890,177950,3,2 Passenger,2 Female,60+,74,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026872,RICHMOND-UPON-THAMES,24,514840,172330,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026873,RICHMOND-UPON-THAMES,24,513720,172810,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160026905,RICHMOND-UPON-THAMES,24,518930,174720,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1160026983,RICHMOND-UPON-THAMES,24,518240,175380,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160027333,RICHMOND-UPON-THAMES,24,519010,177630,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027362,RICHMOND-UPON-THAMES,24,514170,173500,1,1 Driver/Rider,1 Male,60+,71,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027389,RICHMOND-UPON-THAMES,24,513050,174170,1,1 Driver/Rider,1 Male,60+,71,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160027413,RICHMOND-UPON-THAMES,24,512560,173380,1,1 Driver/Rider,1 Male,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027459,RICHMOND-UPON-THAMES,24,516180,173530,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027515,RICHMOND-UPON-THAMES,24,521610,176140,1,1 Driver/Rider,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160027536,RICHMOND-UPON-THAMES,24,517450,169320,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027545,RICHMOND-UPON-THAMES,24,516240,173380,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160027555,RICHMOND-UPON-THAMES,24,519040,177430,1,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160027634,RICHMOND-UPON-THAMES,24,516170,174350,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160027671,RICHMOND-UPON-THAMES,24,518990,176690,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1160027685,RICHMOND-UPON-THAMES,24,514640,171700,1,2 Passenger,1 Male,60+,66,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160027706,RICHMOND-UPON-THAMES,24,520680,175420,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160027750,RICHMOND-UPON-THAMES,24,515110,171500,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160027756,RICHMOND-UPON-THAMES,24,514060,172440,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160027772,RICHMOND-UPON-THAMES,24,519910,175950,2,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160027772,RICHMOND-UPON-THAMES,24,519910,175950,1,1 Driver/Rider,2 Female,60+,64,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0116TD00024,RICHMOND-UPON-THAMES,24,513280,171830,1,3 Pedestrian,1 Male,16-24,24,1,1 Fatal,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW06013,RICHMOND-UPON-THAMES,24,517920,175340,2,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW06013,RICHMOND-UPON-THAMES,24,517920,175340,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60002,RICHMOND-UPON-THAMES,24,516290,170350,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60003,RICHMOND-UPON-THAMES,24,516190,173490,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60004,RICHMOND-UPON-THAMES,24,518080,174840,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60005,RICHMOND-UPON-THAMES,24,516220,173410,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60006,RICHMOND-UPON-THAMES,24,513710,172830,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60008,RICHMOND-UPON-THAMES,24,512630,170020,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60009,RICHMOND-UPON-THAMES,24,518260,175380,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60010,RICHMOND-UPON-THAMES,24,521230,176060,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60011,RICHMOND-UPON-THAMES,24,522400,177830,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60012,RICHMOND-UPON-THAMES,24,521520,175930,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60013,RICHMOND-UPON-THAMES,24,515760,170990,1,3 Pedestrian,1 Male,25-59,53,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60014,RICHMOND-UPON-THAMES,24,518710,175540,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60015,RICHMOND-UPON-THAMES,24,513310,169770,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116TW60016,RICHMOND-UPON-THAMES,24,514180,173810,1,3 Pedestrian,1 Male,25-59,50,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116TW60017,RICHMOND-UPON-THAMES,24,522810,177840,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60018,RICHMOND-UPON-THAMES,24,516685,174490,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60019,RICHMOND-UPON-THAMES,24,519710,176400,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116TW60020,RICHMOND-UPON-THAMES,24,520990,175970,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60021,RICHMOND-UPON-THAMES,24,518210,175390,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60022,RICHMOND-UPON-THAMES,24,519370,176560,1,3 Pedestrian,1 Male,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116TW60023,RICHMOND-UPON-THAMES,24,515560,172390,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60023,RICHMOND-UPON-THAMES,24,515560,172390,2,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60024,RICHMOND-UPON-THAMES,24,513730,171340,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60025,RICHMOND-UPON-THAMES,24,519050,177390,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60026,RICHMOND-UPON-THAMES,24,521440,175570,1,1 Driver/Rider,2 Female,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60027,RICHMOND-UPON-THAMES,24,516160,173140,1,3 Pedestrian,2 Female,25-59,55,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116TW60028,RICHMOND-UPON-THAMES,24,512690,169540,1,1 Driver/Rider,1 Male,60+,79,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60029,RICHMOND-UPON-THAMES,24,516790,174520,1,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60030,RICHMOND-UPON-THAMES,24,517240,171740,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60031,RICHMOND-UPON-THAMES,24,514200,173700,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116TW60032,RICHMOND-UPON-THAMES,24,518270,174950,1,2 Passenger,1 Male,60+,65,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60033,RICHMOND-UPON-THAMES,24,514640,172760,1,1 Driver/Rider,2 Female,60+,79,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60035,RICHMOND-UPON-THAMES,24,516860,170650,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60036,RICHMOND-UPON-THAMES,24,517130,173900,1,2 Passenger,2 Female,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60037,RICHMOND-UPON-THAMES,24,515470,168690,4,2 Passenger,1 Male,60+,73,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60037,RICHMOND-UPON-THAMES,24,515470,168690,2,2 Passenger,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60037,RICHMOND-UPON-THAMES,24,515470,168690,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60037,RICHMOND-UPON-THAMES,24,515470,168690,3,2 Passenger,2 Female,60+,81,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60038,RICHMOND-UPON-THAMES,24,517910,175340,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116TW60040,RICHMOND-UPON-THAMES,24,519590,175290,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0116TW60041,RICHMOND-UPON-THAMES,24,518100,175270,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60043,RICHMOND-UPON-THAMES,24,522470,176390,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60044,RICHMOND-UPON-THAMES,24,517470,170540,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116TW60045,RICHMOND-UPON-THAMES,24,514920,172460,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60046,RICHMOND-UPON-THAMES,24,518230,175160,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60046,RICHMOND-UPON-THAMES,24,518230,175160,2,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60047,RICHMOND-UPON-THAMES,24,515750,174130,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60048,RICHMOND-UPON-THAMES,24,515090,168940,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60049,RICHMOND-UPON-THAMES,24,515130,172730,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60050,RICHMOND-UPON-THAMES,24,515450,172700,1,3 Pedestrian,2 Female,0-15,14,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116TW60051,RICHMOND-UPON-THAMES,24,518330,173350,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60053,RICHMOND-UPON-THAMES,24,521900,176430,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60055,RICHMOND-UPON-THAMES,24,517960,174470,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0116TW60058,RICHMOND-UPON-THAMES,24,518690,174290,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60058,RICHMOND-UPON-THAMES,24,518690,174290,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60059,RICHMOND-UPON-THAMES,24,513950,169500,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60060,RICHMOND-UPON-THAMES,24,522310,175780,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60061,RICHMOND-UPON-THAMES,24,518980,175690,1,2 Passenger,2 Female,60+,87,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116TW60063,RICHMOND-UPON-THAMES,24,513110,170290,1,1 Driver/Rider,2 Female,60+,85,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60065,RICHMOND-UPON-THAMES,24,519810,175500,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116TW60066,RICHMOND-UPON-THAMES,24,519070,177350,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116TW60067,RICHMOND-UPON-THAMES,24,518530,173690,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60068,RICHMOND-UPON-THAMES,24,521100,174140,1,1 Driver/Rider,1 Male,25-59,54,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60069,RICHMOND-UPON-THAMES,24,517400,169430,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116TW60070,RICHMOND-UPON-THAMES,24,516130,174320,1,1 Driver/Rider,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60071,RICHMOND-UPON-THAMES,24,517410,169750,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60072,RICHMOND-UPON-THAMES,24,517820,174620,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,03 Crossing Road In Zig-Zag Exit,3 From Drivers O/Side,1 Pedestrian, 
0116TW60073,RICHMOND-UPON-THAMES,24,518340,175410,1,3 Pedestrian,1 Male,25-59,53,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0116TW60074,RICHMOND-UPON-THAMES,24,513770,172800,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60075,RICHMOND-UPON-THAMES,24,519020,175690,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116TW60076,RICHMOND-UPON-THAMES,24,522390,176670,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60076,RICHMOND-UPON-THAMES,24,522390,176670,2,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116TW60077,RICHMOND-UPON-THAMES,24,517860,174760,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
